StateDesc,CountyName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,TractFIPS20,CountyName20,StateName20,PrimaryRUCA,Population,LandArea,PopDensity
Illinois,Cook,10.6,9.4,12.1,2444,1975,17031160100,17031160100,Cook County,Illinois,1,2444,0.2,10663.1
Illinois,Cook,7.6,6.6,8.8,6388,5976,17031080100,17031080100,Cook County,Illinois,1,6388,0.1,62328.5
Illinois,Champaign,5.3,4.5,6.3,6593,6278,17019000301,17019000301,Champaign County,Illinois,1,6593,0.2,37742.4
Illinois,Cook,13.1,11.6,14.6,4202,3253,17031020100,17031020100,Cook County,Illinois,1,4202,0.2,26469.7
Illinois,Champaign,4.8,4.1,5.7,2161,2073,17019011100,17019011100,Champaign County,Illinois,1,2161,0.4,5223.2
Illinois,Cook,10.1,8.8,11.4,3882,3074,17031150600,17031150600,Cook County,Illinois,1,3882,0.3,15322.3
Illinois,Cook,5.3,4.7,6.0,9843,9232,17031081403,17031081403,Cook County,Illinois,1,9843,0.1,76951.7
Illinois,Cook,4.8,4.2,5.6,1599,1193,17031051100,17031051100,Cook County,Illinois,1,1599,0.1,25453.8
Illinois,Cook,8.4,7.3,9.5,3464,2670,17031140100,17031140100,Cook County,Illinois,1,3464,0.1,31759.0
Illinois,Cook,5.0,4.4,5.8,1673,1389,17031062400,17031062400,Cook County,Illinois,1,1673,0.1,26593.6
Illinois,Cook,14.7,13.2,16.3,2565,2354,17031010503,17031010503,Cook County,Illinois,1,2565,0.1,34206.4
Illinois,Cook,9.2,8.1,10.3,3823,3064,17031150501,17031150501,Cook County,Illinois,1,3823,0.3,14169.5
Illinois,Clinton,10.6,9.0,12.3,6928,5379,17027900300,17027900300,Clinton County,Illinois,7,6928,56.1,123.4
Illinois,Adams,9.8,8.3,11.5,3590,2719,17001000600,17001000600,Adams County,Illinois,4,3590,1.1,3405.1
Illinois,Bureau,13.1,11.1,15.3,3474,2744,17011965200,17011965200,Bureau County,Illinois,4,3474,5.8,603.2
Illinois,Champaign,8.9,7.5,10.4,7271,5484,17019001205,17019001205,Champaign County,Illinois,1,7271,9.2,788.2
Illinois,Cook,5.6,4.8,6.4,2522,2143,17031031900,17031031900,Cook County,Illinois,1,2522,0.1,25350.1
Illinois,Adams,11.3,9.6,13.3,5842,4541,17001010600,17001010600,Adams County,Illinois,5,5842,79.6,73.4
Illinois,Champaign,10.9,9.4,12.7,4313,3389,17019010800,17019010800,Champaign County,Illinois,2,4313,160.0,27.0
Illinois,Cook,17.4,15.4,19.4,2034,1866,17031170100,17031170100,Cook County,Illinois,1,2034,0.4,5192.0
Illinois,Cook,8.0,7.0,9.0,6486,5247,17031140800,17031140800,Cook County,Illinois,1,6486,0.3,23515.5
Illinois,Cook,6.7,5.8,7.6,4171,3912,17031070101,17031070101,Cook County,Illinois,1,4171,0.2,20297.4
Illinois,Cook,6.5,5.7,7.4,1660,1325,17031071700,17031071700,Cook County,Illinois,1,1660,0.1,26879.2
Illinois,Cook,10.5,9.3,11.8,4662,3496,17031020602,17031020602,Cook County,Illinois,1,4662,0.2,24540.4
Illinois,Adams,12.6,10.9,14.6,4644,3762,17001000100,17001000100,Adams County,Illinois,4,4644,5.4,853.8
Illinois,Cook,6.7,5.8,7.6,3129,2493,17031040401,17031040401,Cook County,Illinois,1,3129,0.1,21006.1
Illinois,Cook,13.1,11.7,14.7,7318,5924,17031040202,17031040202,Cook County,Illinois,1,7318,0.2,32197.9
Illinois,Carroll,12.2,10.5,14.1,2548,2261,17015960600,17015960600,Carroll County,Illinois,6,2548,73.4,34.7
Illinois,Cook,11.7,10.3,13.1,7717,5858,17031020702,17031020702,Cook County,Illinois,1,7717,0.3,28377.5
Illinois,Christian,14.1,12.0,16.4,3975,3222,17021958300,17021958300,Christian County,Illinois,4,3975,5.1,782.1
Illinois,Cook,6.5,5.7,7.3,2652,2088,17031071800,17031071800,Cook County,Illinois,1,2652,0.1,21240.8
Illinois,Champaign,9.6,8.2,11.3,4414,3451,17019001203,17019001203,Champaign County,Illinois,1,4414,1.0,4515.9
Illinois,Cook,5.5,4.8,6.2,2568,2070,17031050100,17031050100,Cook County,Illinois,1,2568,0.1,19875.7
Illinois,Cook,9.9,8.7,11.1,5316,4280,17031170500,17031170500,Cook County,Illinois,1,5316,0.6,8943.2
Illinois,Adams,13.4,11.3,15.6,3109,2482,17001001002,17001001002,Adams County,Illinois,4,3109,1.2,2617.2
Illinois,Cook,6.7,5.8,7.6,2671,2027,17031050300,17031050300,Cook County,Illinois,1,2671,0.1,18203.4
Illinois,Boone,13.7,11.7,15.9,4396,3240,17007010101,17007010101,Boone County,Illinois,1,4396,1.9,2322.6
Illinois,Cook,12.6,11.1,14.2,5010,3925,17031020302,17031020302,Cook County,Illinois,1,5010,0.2,20277.3
Illinois,Cook,9.2,8.1,10.4,3769,3232,17031160300,17031160300,Cook County,Illinois,1,3769,0.2,22905.1
Illinois,Coles,8.9,7.6,10.4,2767,2284,17029000702,17029000702,Coles County,Illinois,4,2767,0.5,5540.5
Illinois,Cook,5.8,5.1,6.5,5917,5585,17031081500,17031081500,Cook County,Illinois,1,5917,0.1,53840.7
Illinois,Cook,6.0,5.3,6.9,4225,3954,17031080202,17031080202,Cook County,Illinois,1,4225,0.1,70488.9
Illinois,Cook,13.0,11.4,14.5,6699,4677,17031020601,17031020601,Cook County,Illinois,1,6699,0.2,29341.2
Illinois,Cook,8.2,7.2,9.1,2410,1956,17031160900,17031160900,Cook County,Illinois,1,2410,0.3,9490.0
Illinois,Cook,10.7,9.4,12.1,3300,2670,17031160502,17031160502,Cook County,Illinois,1,3300,0.1,27492.2
Illinois,Cook,11.2,9.8,12.5,3880,3116,17031151200,17031151200,Cook County,Illinois,1,3880,0.3,15328.6
Illinois,Cook,5.5,4.8,6.2,2530,2150,17031040600,17031040600,Cook County,Illinois,1,2530,0.1,19781.1
Illinois,Champaign,8.7,7.4,10.2,1888,1732,17019011002,17019011002,Champaign County,Illinois,1,1888,0.4,4509.8
Illinois,Cook,10.7,9.5,12.1,4681,3724,17031150401,17031150401,Cook County,Illinois,1,4681,0.3,16427.3
Illinois,Cook,4.4,3.8,5.0,6282,5737,17031071500,17031071500,Cook County,Illinois,1,6282,0.3,18161.5
Illinois,Cook,3.5,3.1,4.0,1797,1568,17031061500,17031061500,Cook County,Illinois,1,1797,0.1,28568.7
Illinois,Bureau,12.8,11.0,14.8,4224,3281,17011965100,17011965100,Bureau County,Illinois,4,4224,17.6,239.7
Illinois,Adams,11.6,9.9,13.5,8015,6205,17001001100,17001001100,Adams County,Illinois,4,8015,5.0,1616.7
Illinois,Cass,13.5,11.6,15.6,2251,1772,17017960100,17017960100,Cass County,Illinois,2,2251,118.0,19.1
Illinois,Christian,11.7,10.0,13.5,4796,3748,17021959000,17021959000,Christian County,Illinois,5,4796,189.6,25.3
Illinois,Cook,11.2,9.9,12.6,5648,4525,17031020801,17031020801,Cook County,Illinois,1,5648,0.3,22300.8
Illinois,Cook,5.3,4.6,6.0,2492,1912,17031051400,17031051400,Cook County,Illinois,1,2492,0.1,18638.7
Illinois,Cook,9.1,7.9,10.3,3220,2667,17031110502,17031110502,Cook County,Illinois,1,3220,0.3,12843.7
Illinois,Cook,11.7,10.4,13.1,4060,3204,17031140302,17031140302,Cook County,Illinois,1,4060,0.2,25355.3
Illinois,Cook,10.8,9.5,12.1,4897,3899,17031100600,17031100600,Cook County,Illinois,1,4897,0.5,9889.7
Illinois,Christian,12.0,10.1,14.1,2138,1703,17021958500,17021958500,Christian County,Illinois,4,2138,1.9,1155.3
Illinois,Cook,5.4,4.7,6.3,1406,1019,17031050800,17031050800,Cook County,Illinois,1,1406,0.1,22365.6
Illinois,Cook,11.9,10.5,13.2,6305,5606,17031010300,17031010300,Cook County,Illinois,1,6305,0.2,34559.0
Illinois,Champaign,10.5,8.8,12.4,1559,1330,17019005702,17019005702,Champaign County,Illinois,1,1559,6.3,247.4
Illinois,Cook,7.6,6.7,8.4,3521,3342,17031030104,17031030104,Cook County,Illinois,1,3521,0.0,82469.8
Illinois,Adams,11.4,9.7,13.1,2800,2085,17001010301,17001010301,Adams County,Illinois,5,2800,182.5,15.3
Illinois,Cook,7.8,6.8,8.9,6626,5265,17031090200,17031090200,Cook County,Illinois,1,6626,0.6,11218.3
Illinois,Champaign,16.3,14.2,18.5,2266,1683,17019000200,17019000200,Champaign County,Illinois,1,2266,0.5,4712.8
Illinois,Champaign,9.0,7.6,10.6,7972,5700,17019010603,17019010603,Champaign County,Illinois,2,7972,19.5,408.2
Illinois,Cook,11.4,10.1,12.7,4776,3774,17031010702,17031010702,Cook County,Illinois,1,4776,0.1,34596.1
Illinois,Cook,14.7,13.1,16.3,4488,3689,17031020902,17031020902,Cook County,Illinois,1,4488,0.2,23160.4
Illinois,Cook,3.6,3.1,4.1,3091,2693,17031071100,17031071100,Cook County,Illinois,1,3091,0.1,24598.3
Illinois,Champaign,8.6,7.3,10.1,5749,4062,17019010601,17019010601,Champaign County,Illinois,2,5749,12.9,447.2
Illinois,Cook,5.9,5.3,6.7,2833,2680,17031063301,17031063301,Cook County,Illinois,1,2833,0.0,78188.4
Illinois,Christian,16.4,14.1,18.7,2554,1926,17021958900,17021958900,Christian County,Illinois,7,2554,2.7,935.7
Illinois,Cook,11.3,9.8,12.8,2772,2274,17031110200,17031110200,Cook County,Illinois,1,2772,0.2,12040.9
Illinois,Champaign,10.3,8.8,12.0,3767,2861,17019010702,17019010702,Champaign County,Illinois,2,3767,106.6,35.3
Illinois,Cook,8.4,7.3,9.6,3357,3137,17031081202,17031081202,Cook County,Illinois,1,3357,0.1,42553.6
Illinois,Cook,4.4,3.9,5.0,1581,1296,17031051200,17031051200,Cook County,Illinois,1,1581,0.1,24885.1
Illinois,Champaign,11.1,9.6,12.6,3800,3272,17019005300,17019005300,Champaign County,Illinois,1,3800,1.8,2075.8
Illinois,Cook,11.8,10.4,13.3,4435,3479,17031020400,17031020400,Cook County,Illinois,1,4435,0.2,20675.1
Illinois,Cook,5.9,5.1,6.7,1325,1163,17031081900,17031081900,Cook County,Illinois,1,1325,0.1,24995.0
Illinois,Cook,4.9,4.3,5.6,2313,1956,17031060200,17031060200,Cook County,Illinois,1,2313,0.1,18822.0
Illinois,Champaign,14.9,12.9,17.1,4731,3432,17019000901,17019000901,Champaign County,Illinois,1,4731,1.1,4468.1
Illinois,Cook,7.2,6.3,8.2,1899,1538,17031161000,17031161000,Cook County,Illinois,1,1899,0.2,11531.9
Illinois,Boone,11.7,10.1,13.6,3847,2931,17007010601,17007010601,Boone County,Illinois,2,3847,102.7,37.4
Illinois,Cook,6.0,5.2,6.9,4665,4367,17031061902,17031061902,Cook County,Illinois,1,4665,0.1,43710.7
Illinois,Cook,2.7,2.3,3.0,1367,1235,17031061100,17031061100,Cook County,Illinois,1,1367,0.1,20461.1
Illinois,Cook,5.4,4.6,6.1,3322,2733,17031070500,17031070500,Cook County,Illinois,1,3322,0.1,28171.3
Illinois,Cook,5.8,5.1,6.6,3625,3325,17031061901,17031061901,Cook County,Illinois,1,3625,0.1,58567.8
Illinois,Champaign,8.6,7.3,10.2,3875,2779,17019010701,17019010701,Champaign County,Illinois,2,3875,2.0,1905.8
Illinois,Cook,10.1,8.9,11.3,4854,3956,17031160400,17031160400,Cook County,Illinois,1,4854,0.3,19125.5
Illinois,Cook,3.2,2.7,3.6,4125,3635,17031062900,17031062900,Cook County,Illinois,1,4125,0.1,32798.2
Illinois,Cook,10.6,9.4,12.0,4903,3881,17031150800,17031150800,Cook County,Illinois,1,4903,0.3,19209.9
Illinois,Cook,4.0,3.6,4.6,5499,5071,17031080300,17031080300,Cook County,Illinois,1,5499,0.1,39397.5
Illinois,Champaign,11.7,10.1,13.5,4498,3587,17019010400,17019010400,Champaign County,Illinois,2,4498,179.7,25.0
Illinois,Cook,15.9,14.2,17.5,6599,5078,17031020500,17031020500,Cook County,Illinois,1,6599,0.3,22148.8
Illinois,Boone,12.4,10.8,14.3,6912,5186,17007010400,17007010400,Boone County,Illinois,1,6912,83.7,82.6
Illinois,Boone,8.5,7.3,10.0,6380,4602,17007010603,17007010603,Boone County,Illinois,2,6380,31.2,204.6
Illinois,Coles,5.3,4.5,6.2,2831,2540,17029000800,17029000800,Coles County,Illinois,4,2831,0.7,3798.5
Illinois,Coles,12.5,10.6,14.8,3328,2576,17029001200,17029001200,Coles County,Illinois,4,3328,3.0,1100.9
Illinois,Cook,3.6,3.1,4.1,2843,2571,17031062000,17031062000,Cook County,Illinois,1,2843,0.1,32729.6
Illinois,Adams,8.3,7.0,9.7,2870,2301,17001000202,17001000202,Adams County,Illinois,4,2870,0.6,4906.6
Illinois,Champaign,14.4,12.5,16.4,3290,2304,17019000700,17019000700,Champaign County,Illinois,1,3290,1.0,3271.4
Illinois,Cook,6.3,5.6,7.1,5295,5027,17031060800,17031060800,Cook County,Illinois,1,5295,0.1,75563.3
Illinois,Champaign,12.7,11.0,14.6,4531,3508,17019005401,17019005401,Champaign County,Illinois,1,4531,1.8,2526.4
Illinois,Calhoun,11.0,9.5,12.8,2131,1705,17013951300,17013951300,Calhoun County,Illinois,2,2131,112.5,18.9
Illinois,Cook,2.9,2.5,3.3,4349,3871,17031070300,17031070300,Cook County,Illinois,1,4349,0.1,34720.9
Illinois,Cook,8.6,7.4,9.8,5540,5202,17031081300,17031081300,Cook County,Illinois,1,5540,0.1,70802.4
Illinois,Cook,6.0,5.3,6.7,7104,6702,17031060900,17031060900,Cook County,Illinois,1,7104,0.2,36867.4
Illinois,Cook,4.6,4.0,5.3,2443,2001,17031050600,17031050600,Cook County,Illinois,1,2443,0.1,19040.2
Illinois,Cook,7.4,6.5,8.4,5221,4912,17031031400,17031031400,Cook County,Illinois,1,5221,0.6,9079.8
Illinois,Clark,11.2,9.5,13.1,4696,3631,17023060100,17023060100,Clark County,Illinois,2,4696,285.2,16.5
Illinois,Cook,3.6,3.2,4.2,11373,10668,17031081800,17031081800,Cook County,Illinois,1,11373,0.3,42011.5
Illinois,Champaign,9.1,7.8,10.5,6029,4611,17019010901,17019010901,Champaign County,Illinois,2,6029,54.2,111.2
Illinois,Champaign,11.9,10.2,13.8,2451,1995,17019010604,17019010604,Champaign County,Illinois,2,2451,99.6,24.6
Illinois,Cook,8.9,7.8,10.1,3481,2807,17031160602,17031160602,Cook County,Illinois,1,3481,0.2,15797.1
Illinois,Adams,12.5,10.7,14.3,2572,1979,17001000900,17001000900,Adams County,Illinois,4,2572,0.7,3705.1
Illinois,Cook,9.7,8.5,10.9,5568,4526,17031110100,17031110100,Cook County,Illinois,1,5568,0.7,7819.1
Illinois,Cook,4.9,4.3,5.6,3076,2407,17031060300,17031060300,Cook County,Illinois,1,3076,0.1,24908.8
Illinois,Cook,9.4,8.0,10.6,5538,4447,17031100100,17031100100,Cook County,Illinois,1,5538,0.5,12130.9
Illinois,Champaign,10.0,8.5,11.6,4366,3526,17019001000,17019001000,Champaign County,Illinois,1,4366,1.0,4545.1
Illinois,Cook,12.5,11.1,14.0,4997,4030,17031160800,17031160800,Cook County,Illinois,1,4997,0.3,19680.2
Illinois,Cook,8.8,7.8,9.9,3278,2580,17031160200,17031160200,Cook County,Illinois,1,3278,0.4,8872.5
Illinois,Cook,15.5,13.9,17.2,4155,3603,17031031501,17031031501,Cook County,Illinois,1,4155,0.1,67506.8
Illinois,Cook,10.3,9.1,11.5,3673,2814,17031010701,17031010701,Cook County,Illinois,1,3673,0.2,22139.3
Illinois,Boone,11.5,9.9,13.3,5547,4070,17007010604,17007010604,Boone County,Illinois,1,5547,2.6,2126.6
Illinois,Cook,12.6,11.1,14.1,2742,2296,17031010202,17031010202,Cook County,Illinois,1,2742,0.1,20218.3
Illinois,Cook,11.5,10.1,13.2,5261,3907,17031020301,17031020301,Cook County,Illinois,1,5261,0.3,16505.5
Illinois,Adams,14.8,12.9,17.0,1719,1358,17001000500,17001000500,Adams County,Illinois,4,1719,0.5,3526.4
Illinois,Champaign,4.0,3.3,4.8,4001,3851,17019000402,17019000402,Champaign County,Illinois,1,4001,0.1,32018.5
Illinois,Cook,8.9,7.7,10.1,6116,4780,17031100500,17031100500,Cook County,Illinois,1,6116,0.8,8073.2
Illinois,Champaign,9.3,8.0,10.9,5796,4715,17019001301,17019001301,Champaign County,Illinois,1,5796,1.6,3542.9
Illinois,Cook,10.8,9.5,12.1,4569,3404,17031080400,17031080400,Cook County,Illinois,1,4569,0.1,36161.9
Illinois,Bureau,12.6,10.5,14.8,3370,2634,17011965300,17011965300,Bureau County,Illinois,7,3370,4.8,696.8
Illinois,Alexander,16.8,14.5,19.0,1491,1204,17003957700,17003957700,Alexander County,Illinois,2,1491,106.4,14.0
Illinois,Cook,13.4,11.9,15.0,7546,5471,17031020802,17031020802,Cook County,Illinois,1,7546,0.2,30347.1
Illinois,Cook,5.2,4.5,5.9,3893,3262,17031071300,17031071300,Cook County,Illinois,1,3893,0.1,32569.2
Illinois,Cook,6.6,5.8,7.6,5309,3927,17031050200,17031050200,Cook County,Illinois,1,5309,0.3,21081.2
Illinois,Cook,10.0,8.9,11.3,1671,1529,17031030701,17031030701,Cook County,Illinois,1,1671,0.0,61934.7
Illinois,Cook,7.3,6.3,8.3,5627,4785,17031030200,17031030200,Cook County,Illinois,1,5627,0.3,21876.2
Illinois,Cook,5.6,4.9,6.3,3699,2948,17031070700,17031070700,Cook County,Illinois,1,3699,0.2,14817.7
Illinois,Cook,6.8,5.9,7.6,3278,2991,17031010502,17031010502,Cook County,Illinois,1,3278,0.1,47065.6
Illinois,Cook,10.9,9.6,12.3,3831,3012,17031150402,17031150402,Cook County,Illinois,1,3831,0.3,14976.8
Illinois,Champaign,7.5,6.3,8.8,2072,1844,17019011001,17019011001,Champaign County,Illinois,1,2072,0.3,6583.5
Illinois,Cook,8.9,7.7,10.3,3585,2700,17031090100,17031090100,Cook County,Illinois,1,3585,0.4,9947.3
Illinois,Cook,6.1,5.3,6.9,7052,6471,17031081402,17031081402,Cook County,Illinois,1,7052,0.2,30976.6
Illinois,Cook,6.3,5.5,7.2,1910,1623,17031031800,17031031800,Cook County,Illinois,1,1910,0.1,21037.1
Illinois,Cook,11.6,10.2,13.1,4588,3481,17031151002,17031151002,Cook County,Illinois,1,4588,0.2,18650.0
Illinois,Cook,12.7,11.2,14.4,1374,1148,17031060500,17031060500,Cook County,Illinois,1,1374,0.1,15589.2
Illinois,Champaign,11.6,9.9,13.5,5030,4116,17019005701,17019005701,Champaign County,Illinois,1,5030,1.0,4989.9
Illinois,Bond,13.8,11.8,16.0,2924,2319,17005951200,17005951200,Bond County,Illinois,9,2924,96.9,30.2
Illinois,Cook,7.2,6.3,8.2,5080,4820,17031081201,17031081201,Cook County,Illinois,1,5080,0.1,71072.0
Illinois,Cook,7.7,6.8,8.8,3380,2674,17031160601,17031160601,Cook County,Illinois,1,3380,0.1,26687.1
Illinois,Cook,9.4,8.3,10.7,4429,3470,17031150700,17031150700,Cook County,Illinois,1,4429,0.3,17317.5
Illinois,Bureau,14.4,12.4,16.5,2635,2144,17011964900,17011964900,Bureau County,Illinois,7,2635,72.2,36.5
Illinois,Cook,3.3,2.9,3.7,3851,3191,17031062800,17031062800,Cook County,Illinois,1,3851,0.1,30631.8
Illinois,Cook,11.7,10.3,13.2,5140,3994,17031151100,17031151100,Cook County,Illinois,1,5140,0.3,20144.7
Illinois,Cook,9.8,8.7,11.0,7434,6016,17031150200,17031150200,Cook County,Illinois,1,7434,0.5,14511.8
Illinois,Cook,8.9,7.7,10.2,7024,5589,17031100200,17031100200,Cook County,Illinois,1,7024,0.8,8829.7
Illinois,Cook,6.0,5.3,6.9,3868,3439,17031031000,17031031000,Cook County,Illinois,1,3868,0.2,23577.7
Illinois,Cook,12.1,10.7,13.6,5041,3832,17031140602,17031140602,Cook County,Illinois,1,5041,0.1,33966.7
Illinois,Champaign,12.1,10.5,13.9,5289,4254,17019005500,17019005500,Champaign County,Illinois,1,5289,3.9,1357.6
Illinois,Clinton,10.4,8.8,12.0,6512,4994,17027900100,17027900100,Clinton County,Illinois,2,6512,30.5,213.3
Illinois,Cook,9.7,8.4,10.9,6920,5212,17031120300,17031120300,Cook County,Illinois,1,6920,0.8,8721.2
Illinois,Cook,8.6,7.4,9.8,4402,3248,17031120100,17031120100,Cook County,Illinois,1,4402,1.1,4086.8
Illinois,Cook,7.6,6.7,8.5,5079,4742,17031010400,17031010400,Cook County,Illinois,1,5079,0.2,23971.4
Illinois,Coles,10.7,9.0,12.6,4109,3260,17029000900,17029000900,Coles County,Illinois,4,4109,5.3,769.0
Illinois,Cook,4.4,3.8,5.0,3063,2852,17031070102,17031070102,Cook County,Illinois,1,3063,0.0,63618.3
Illinois,Champaign,10.8,9.2,12.6,4892,4054,17019001302,17019001302,Champaign County,Illinois,1,4892,2.9,1693.3
Illinois,Cook,6.3,5.6,7.2,6294,5662,17031031700,17031031700,Cook County,Illinois,1,6294,0.2,34140.6
Illinois,Cook,7.0,6.2,8.0,2045,1861,17031030603,17031030603,Cook County,Illinois,1,2045,0.0,45659.7
Illinois,Boone,13.9,11.9,16.1,5640,4243,17007010200,17007010200,Boone County,Illinois,1,5640,2.0,2766.6
Illinois,Cook,12.4,11.0,13.8,4905,4083,17031010100,17031010100,Cook County,Illinois,1,4905,0.1,33474.4
Illinois,Christian,12.2,10.5,14.1,3593,2856,17021958200,17021958200,Christian County,Illinois,2,3593,89.0,40.4
Illinois,Cook,9.3,8.2,10.3,2104,1948,17031030103,17031030103,Cook County,Illinois,1,2104,0.0,62902.8
Illinois,Cook,4.6,4.0,5.2,4746,4144,17031040402,17031040402,Cook County,Illinois,1,4746,0.2,20399.1
Illinois,Cook,2.9,2.5,3.3,4357,3945,17031071000,17031071000,Cook County,Illinois,1,4357,0.1,34760.4
Illinois,Adams,11.1,9.5,12.8,3062,2250,17001010302,17001010302,Adams County,Illinois,5,3062,115.5,26.5
Illinois,Coles,12.5,10.6,14.7,4293,3341,17029000300,17029000300,Coles County,Illinois,4,4293,4.8,894.8
Illinois,Bond,10.5,8.9,12.2,6883,5840,17005951300,17005951300,Bond County,Illinois,7,6883,6.1,1130.7
Illinois,Boone,12.1,10.4,14.1,5795,4525,17007010502,17007010502,Boone County,Illinois,2,5795,44.0,131.8
Illinois,Cook,10.5,9.1,11.9,4967,3950,17031100700,17031100700,Cook County,Illinois,1,4967,0.5,10585.9
Illinois,Cook,3.7,3.2,4.2,3709,2860,17031060400,17031060400,Cook County,Illinois,1,3709,0.1,29555.1
Illinois,Cook,4.7,4.0,5.3,3449,2734,17031070600,17031070600,Cook County,Illinois,1,3449,0.1,26031.5
Illinois,Cook,13.4,11.9,15.0,1662,1330,17031170900,17031170900,Cook County,Illinois,1,1662,0.1,13427.5
Illinois,Cook,10.1,8.9,11.4,3737,3439,17031030604,17031030604,Cook County,Illinois,1,3737,0.1,48737.5
Illinois,Cook,10.7,9.4,12.1,3703,2910,17031160501,17031160501,Cook County,Illinois,1,3703,0.1,27779.2
Illinois,Champaign,9.7,8.2,11.3,6833,5282,17019000902,17019000902,Champaign County,Illinois,1,6833,7.6,901.8
Illinois,Cook,10.4,9.2,11.7,3899,3198,17031161300,17031161300,Cook County,Illinois,1,3899,0.2,20294.1
Illinois,Cook,12.3,10.7,13.8,2928,2328,17031040300,17031040300,Cook County,Illinois,1,2928,0.3,10076.9
Illinois,Cook,9.9,8.7,11.2,2784,2292,17031140701,17031140701,Cook County,Illinois,1,2784,0.1,31579.7
Illinois,Cook,2.8,2.4,3.1,1845,1752,17031070103,17031070103,Cook County,Illinois,1,1845,0.0,69159.8
Illinois,Cook,14.8,13.2,16.4,2693,2060,17031140301,17031140301,Cook County,Illinois,1,2693,0.1,42496.1
Illinois,Bureau,12.5,10.7,14.4,3506,2766,17011965500,17011965500,Bureau County,Illinois,8,3506,164.7,21.3
Illinois,Champaign,13.8,12.0,16.1,4529,3456,17019010100,17019010100,Champaign County,Illinois,2,4529,5.9,771.4
Illinois,Champaign,8.2,7.0,9.5,3479,3031,17019005800,17019005800,Champaign County,Illinois,1,3479,0.6,6219.6
Illinois,Cook,10.5,9.3,11.8,5535,4301,17031140702,17031140702,Cook County,Illinois,1,5535,0.2,33565.3
Illinois,Cook,8.8,7.6,10.1,1314,991,17031090300,17031090300,Cook County,Illinois,1,1314,0.2,7152.0
Illinois,Alexander,15.4,13.2,17.7,1820,1495,17003957600,17003957600,Alexander County,Illinois,2,1820,109.0,16.7
Illinois,Bureau,12.4,10.8,14.3,2866,2269,17011964700,17011964700,Bureau County,Illinois,6,2866,139.4,20.6
Illinois,Cook,3.2,2.8,3.7,2376,2169,17031063100,17031063100,Cook County,Illinois,1,2376,0.1,38551.7
Illinois,Champaign,3.0,2.5,3.6,3218,3009,17019006000,17019006000,Champaign County,Illinois,1,3218,4.4,735.5
Illinois,Coles,15.0,12.8,17.3,3177,2567,17029001000,17029001000,Coles County,Illinois,4,3177,2.9,1106.8
Illinois,Bureau,14.1,12.2,16.1,3668,2790,17011965000,17011965000,Bureau County,Illinois,5,3668,109.8,33.4
Illinois,Cook,10.3,9.0,11.6,4239,3352,17031150502,17031150502,Cook County,Illinois,1,4239,0.3,16037.4
Illinois,Cook,6.7,5.9,7.5,4187,3951,17031081100,17031081100,Cook County,Illinois,1,4187,0.0,105288.4
Illinois,Cook,10.4,9.2,11.7,5834,4801,17031140200,17031140200,Cook County,Illinois,1,5834,0.2,38306.0
Illinois,Adams,10.8,9.2,12.6,2067,1626,17001000201,17001000201,Adams County,Illinois,4,2067,1.2,1669.7
Illinois,Clay,13.5,11.4,15.7,2928,2275,17025972200,17025972200,Clay County,Illinois,8,2928,108.6,27.0
Illinois,Cook,7.1,6.2,7.9,8746,8455,17031081000,17031081000,Cook County,Illinois,1,8746,0.1,75802.7
Illinois,Cook,7.4,6.4,8.4,2952,2548,17031030900,17031030900,Cook County,Illinois,1,2952,0.2,18706.5
Illinois,Coles,14.4,12.2,16.8,2629,2122,17029000400,17029000400,Coles County,Illinois,4,2629,12.1,216.6
Illinois,Champaign,9.5,8.1,11.1,3453,2602,17019001204,17019001204,Champaign County,Illinois,1,3453,2.9,1175.7
Illinois,Champaign,9.5,8.2,11.1,4593,3412,17019010500,17019010500,Champaign County,Illinois,2,4593,144.9,31.7
Illinois,Cook,9.0,7.8,10.4,4748,3542,17031120200,17031120200,Cook County,Illinois,1,4748,0.9,5135.4
Illinois,Cook,3.7,3.2,4.3,1667,1366,17031062300,17031062300,Cook County,Illinois,1,1667,0.1,26437.3
Illinois,Cook,13.2,11.6,14.8,2545,1965,17031140601,17031140601,Cook County,Illinois,1,2545,0.1,24222.6
Illinois,Champaign,3.5,2.9,4.2,5125,5059,17019000401,17019000401,Champaign County,Illinois,1,5125,0.1,53054.0
Illinois,Cook,12.6,11.2,13.9,4712,4125,17031031502,17031031502,Cook County,Illinois,1,4712,0.1,75470.9
Illinois,Cook,5.7,5.0,6.5,2063,1753,17031040900,17031040900,Cook County,Illinois,1,2063,0.1,16601.2
Illinois,Cook,6.7,5.9,7.6,6183,5381,17031030500,17031030500,Cook County,Illinois,1,6183,0.2,25906.9
Illinois,Cook,5.4,4.7,6.2,5117,3782,17031050500,17031050500,Cook County,Illinois,1,5117,0.3,20308.6
Illinois,Cook,11.4,9.8,13.2,6252,5095,17031100300,17031100300,Cook County,Illinois,1,6252,0.9,6947.9
Illinois,Champaign,13.0,11.1,15.0,3170,2496,17019005402,17019005402,Champaign County,Illinois,1,3170,5.9,541.1
Illinois,Champaign,9.3,8.0,10.8,6088,4646,17019005601,17019005601,Champaign County,Illinois,1,6088,1.1,5411.0
